plain_roman,count,diacritics,urdu,devanagari,meter
be-;xvudii-o-hushyaarii,1,be-ḳhvudī-o-hushyārī,بے خودی و ہشیاری,बे-ख़ुदी‐ओ‐हुशयारी,cvbc<;xv>scv<ii+o>ocsccvcv
bujhaa))e,1,bujhāʾe,بجھائے,बुझाए,cscvcv
ra((naa))ii,1,raʿnāʾī,رعنائی,रानाई,csccvcv
a;hvaal,2,aḥvāl,احوال,अह्वाल,sccvc
taubah,2,taubah,توبہ,तौबा,cvcsc<h+wb>
shikaar,2,shikār,شکار,शिकार,cscvc
diivaanah,6,dīvānah,دیوانہ,दीवाना,cvcvcsc<h+wb>
dekhnaa,13,dekhnā,دیکھنا,देखना,cvccv
andaaz,6,andāz,انداز,अंदाज़,sccvc
rahguzaar-e,1,rahguzār-e,رہگزارِ,रहगुज़ार-ए,csccscvcz
farishto;n,1,farishtoñ,فرشتوں,फ़रिशतों,cscsccvn
;xalish,1,ḳhalish,خلش,ख़लिश,cscsc
safar,5,safar,سفر,सफ़र,cscsc
;hamzah,1,ḥamzah,حمزہ,हम्ज़ा,csccsc<h+wb>
((ajz-e,2,ʿajz-e,عجزِ,अज्ज़-ए,csccz
shauq,33,shauq,شوق,शौक़,cvc
baavujuud-e,1,bāvujūd-e,باوجودِ,बावुजूद-ए,cvcscvcz
;gazal,2,ġhazal,غزل,ग़ज़ल,cscsc
nau;hah-gar,1,nauḥah-gar,نوحہ گر,नौहा-गर,cvcsc<h+wb>bcsc
rusuum,1,rusūm,رسوم,रुसूम,cscvc
mast,4,mast,مست,मस्त,cscc
jur))at-e,1,jurʾat-e,جرئتِ,जुरअत-ए,csccscz
be-;xuun-e,1,be-ḳhūn-e,بے خونِ,बे-ख़ून-ए,cvbcvcz
adaa,14,adā,ادا,अदा,scv
adab,2,adab,ادب,अदब,scsc
samjhaave;nge,1,samjhāveñge,سمجھاویں گے,समझावेंगे,csccvcv_e_futncv
bedaad-e,6,bedād-e,بیدادِ,बेदाद-ए,cvcvcz
parvaanah-e,1,parvānah-e,پروانۂ,परवाना-ए,csccvcscz
ranj-e,7,ranj-e,رنجِ,रंज-ए,csccz
be-;hijaab-e,1,be-ḥijāb-e,بے حجابِ,बे-हिजाब-ए,cvbcscvcz
pur-;xaar,2,pur-ḳhār,پر خار,पुर-ख़ार,cscbcvc
;xvurshiid-e,4,ḳhvurshīd-e,خورشیدِ,ख़ुरशीद-ए,c<;xv>sccvcz
.sifaat,1,ṣifāt,صفات,सिफ़ात,cscvc
bayaabaan-e,1,bayābān-e,بیابانِ,बयाबान-ए,cscvcvcz
:tayuur,1,t̤ayūr,طیور,तयूर,cscvc
rizq,2,rizq,رزق,रिज़्क़,cscc
pinhaanii,1,pinhānī,پنہانی,पिंहानी,csccvcv
to,178,to,تو,तो,cv
sailaab-e,3,sailāb-e,سیلابِ,सैलाब-ए,cvcvcz
kaar-;xaane,1,kār-ḳhāne,کار خانے,कार-ख़ाने,cvcbcvcv
ugaa,1,ugā,اگا,उगा,scv
baraabar,3,barābar,برابر,बराबर,cscvcsc
rangaarang,1,rangārang,رنگارنگ,रंगारंग,csccvcscc
parvaaz-e,1,parvāz-e,پروازِ,परवाज़-ए,csccvcz
;xvud-biin-o-;xvud-aaraa,1,ḳhvud-bīn-o-ḳhvud-ārā,خود بین و خود آرا,ख़ुद-बीन‐ओ‐ख़ुद-आरा,c<;xv>scbcvcoc<;xv>scbvcv
martaa,7,martā,مرتا,मरता,csccv
;gaflat-mataa((-e,1,ġhaflat-matāʿ-e,غفلت متاعِ,ग़फ़्लत-मता-ए,csccscbcscvcz
mai-;xaanah,3,mai-ḳhānah,مے خانہ,मै-ख़ाना,cvbcvcsc<h+wb>
;gala:t-andaaz,1,ġhalat̤-andāz,غلط انداز,ग़लत-अंदाज़,cscscbsccvc
rahguzaar,1,rahguzār,رہگزار,रहगुज़ार,csccscvc
u;thaate,1,uṭhāte,اٹھاتے,उठाते,scvcv
((ibrat,2,ʿibrat,عبرت,इब्रत,csccsc
;xvush-;haal,1,ḳhvush-ḥāl,خوش حال,ख़ुश-हाल,c<;xv>scbcvc
nashv-o-numaa-e,1,nashv-o-numā-e,نشو و نمائے,नश्व‐ओ‐नुमा-ए,csccocscv<aa+z>z
u;nglii,1,uñglī,انگلی,उंग्ली,snccv
rang'haa,1,rang'hā,رنگہا,रंगहा,csccbcv
vujuud-o-((adam,1,vujūd-o-ʿadam,وجود و عدم,वुजूद‐ओ‐अदम,cscvcocscsc
be-;xvudii,11,be-ḳhvudī,بے خودی,बे-ख़ुदी,cvbc<;xv>scv
sang,8,sang,سنگ,संग,cscc
dast-o-paa,1,dast-o-pā,دست و پا,दस्त‐ओ‐पा,csccocv
nuur-ul-((ain-e,1,nūr-ul-ʿain-e,نور العینِ,नूर-उल-ऐन-ए,cvcbalcvcz
;gavvaa.s,1,ġhavvāṣ,غوّاص,ग़व्वास,csccvc
jam((iiyat-e,2,jamʿīyat-e,جمعییتِ,जमीयत-ए,csccvcscz
nigah-e,11,nigah-e,نگۂ,निगा-ए,cscscz
kaashaanah,1,kāshānah,کاشانہ,काशाना,cvcvcsc<h+wb>
;hinaa))ii,2,ḥināʾī,حنائی,हिनाई,cscvcv
aa))e;nge,1,āʾeñge,آئیں گے,आएंगे,vcv_e_futncv
puuchho,2,pūchho,پوچھو,पूछो,cvcv
puuchhe,5,pūchhe,پوچھے,पूछे,cvcv
kinaar-e,1,kinār-e,کنارِ,किनार-ए,cscvcz
taqaa.zaa-e,2,taqāẓā-e,تقاضائے,तक़ाज़ा-ए,cscvcv<aa+z>z
aab-juu,1,āb-jū,آب جو,आब-जू,vcbcv
tafriqah,1,tafriqah,تفرقہ,तफ़्रिक़ा,csccscsc<h+wb>
sivaa,5,sivā,سوا,सिवा,cscv
duurii-e,1,dūrī-e,دوریِ,दूरी-ए,cvcv<ii+z>z
usii,5,usī,اسی,उसी,scv
be-((ishq,1,be-ʿishq,بے عشق,बे-इश्क़,cvbcscc
shab-e,12,shab-e,شبِ,शब-ए,cscz
abr,4,abr,ابر,अब्र,scc
darvesh,2,darvesh,درویش,दरवेश,csccvc
rahnaa,1,rahnā,رہنا,रहना,csccv
.saiqal,1,ṣaiqal,صیقل,सैक़ल,cvcsc
maryam,1,maryam,مریم,मर्यम,csccsc
bebaakii-o-gustaa;xii,1,bebākī-o-gustāḳhī,بیباکی و گستاخی,बेबाकी‐ओ‐गुस्ताख़ी,cvcvcv<ii+o>ocsccvcv
nau-bahaar-e,1,nau-bahār-e,نو بہارِ,नौ-बहार-ए,cvbcscvcz
vale,13,vale,ولے,वले,cscv
tiir,10,tīr,تیر,तीर,cvc
maa;ng,8,māñg,مانگ,मांग,cvnc
yuu;n,38,yūñ,یوں,यूँ,cvn
vaj'h-e,4,vaj'h-e,وجۂ,वज्ह-ए,csccz
naagahaanii,1,nāgahānī,ناگہانی,नागहानी,cvcscvcv
;xuu;n-;galtiidah-e,1,ḳhūñ-ġhaltīdah-e,خوں غلتیدۂ,ख़ूँ-ग़लतीदा-ए,cvnbcsccvcscz
dushvaar-pasand,1,dushvār-pasand,دشوار پسند,दुशवार-पसंद,csccvcbcscscc
chiir,1,chīr,چیر,चीर,cvc
kashaakash,3,kashākash,کشاکش,कशाकश,cscvcsc
laavegii,1,lāvegī,لاوےگی,लावेगी,cvcv_e_futcv
chiiz,2,chīz,چیز,चीज़,cvc
z-baskih,1,z-baskih,ز بسکہ,ज़-बस्कि,cbcsccsc<h+wb>
numuu,1,numū,نمو,नुमू,cscv
zulfe;n,1,zulfeñ,زلفیں,ज़ुलफ़ें,csccvn
chaltii,1,chaltī,چلتی,चलती,csccv
.zab:t,3,ẓabt̤,ضبط,ज़ब्त,cscc
mulaaqaat,1,mulāqāt,ملاقات,मुलाक़ात,cscvcvc
daad-o-sitad,1,dād-o-sitad,داد و ستد,दाद‐ओ‐सितद,cvcocscsc
baal-e,9,bāl-e,بالِ,बाल-ए,cvcz
agarchih,3,agarchih,اگرچہ,अगर्चे,scsccsc<h+wb>
gosh,3,gosh,گوش,गोश,cvc
ham-diigar,2,ham-dīgar,ہم دیگر,हम-दीगर,cscbcvcsc
apnii,30,apnī,اپنی,अपनी,sccv
naa-mihrbaan,1,nā-mihrbān,نا مہربان,ना-मिहर्बान,cvbcscccvc
shiishe,3,shīshe,شیشے,शीशे,cvcv
saktii,4,saktī,سکتی,सकती,csccv
la;rte,1,laṛte,لڑتے,लड़ते,csccv
shamshiir,4,shamshīr,شمشیر,शमशीर,csccvc
be-muujib,1,be-mūjib,بے موجب,बे-मूजिब,cvbcvcsc
zaanuu-e,2,zānū-e,زانوئے,ज़ानू-ए,cvcvz
kahne,2,kahne,کہنے,कहने,csccv
da((ve,1,daʿve,دعوے,दावे,csccv
ishaare,3,ishāre,اشارے,इशारे,scvcv
rakhaa,3,rakhā,رکھا,रखा,cscv
urdii,1,urdī,اردی,उर्दी,sccv
maq.sad-e,1,maqṣad-e,مقصدِ,मक़्सद-ए,csccscz
naamah-e,2,nāmah-e,نامۂ,नामा-ए,cvcscz
janaazah,1,janāzah,جنازہ,जनाज़ा,cscvcsc<h+wb>
yak-ba;xt,1,yak-baḳht,یک بخت,यक-बख़्त,cscbcscc
;hijaab,2,ḥijāb,حجاب,हिजाब,cscvc
bajaa,5,bajā,بجا,बजा,cscv
fa.zaa,1,faẓā,فضا,फ़ज़ा,cscv
mizhgaa;n,13,mizhgāñ,مژگاں,मिझ़गाँ,csccvn
mudda((;aa,1,muddaʿâ,مدّعیٰ,मुद््दा,csccscv
sharm,7,sharm,شرم,शर्म,cscc
gul-fishaanii,1,gul-fishānī,گل فشانی,गुल-फ़िशानी,cscbcscvcv
aa))iinah-daarii,1,āʾīnah-dārī,آئینہ داری,आईना-दारी,vcvcsc<h+wb>bcvcv
phuu;nkaa,1,phūñkā,پھونکا,फूंका,cvncv
zabuu;n,1,zabūñ,زبوں,ज़बूँ,cscvn
paa-e,11,pā-e,پائے,पा-ए,cv<aa+z>z
abhii,16,abhī,ابھی,अभी,scv
;xi:t:tah-e,1,ḳhit̤t̤ah-e,خطّۂ,ख़ित्ता-ए,csccscz
aatish,7,ātish,آتش,आतिश,vcsc
:tarz-o-ravish,1,t̤arz-o-ravish,طرز و روش,तर्ज़‐ओ‐रविश,csccocscsc
mara.z,1,maraẓ,مرض,मरज़,cscsc
rang-e,17,rang-e,رنگِ,रंग-ए,csccz
tangnaa-e,1,tangnā-e,تنگنائے,तंगना-ए,cscccv<aa+z>z
ma;hfile;n,1,maḥfileñ,محفلیں,महफ़िलें,csccscvn
suraa;g,2,surāġh,سراغ,सुराग़,cscvc
jalvah-gaah,1,jalvah-gāh,جلوہ گاہ,जल्वा-गाह,csccsc<h+wb>bcvc<h+wb>
chukii;n,1,chukīñ,چکیں,चुकीं,cscvn
chho;re,1,chhoṛe,چھوڑے,छोड़े,cvcv
maare,3,māre,مارے,मारे,cvcv
na:z:zaarah-o-;xayaal,1,naz̤z̤ārah-o-ḳhayāl,نظّارہ و خیال,नज़्ज़ारा‐ओ‐ख़याल,csccvcsc<h+wb>ocscvc
har-chand,14,har-chand,ہر چند,हर-चंद,cscbcscc
vafaa-daarii,1,vafā-dārī,وفا داری,वफ़ा-दारी,cscvbcvcv
;xa:t,12,ḳhat̤,خط,ख़त,csc
chiraa;gaan-e,3,chirāġhān-e,چراغانِ,चिराग़ान-ए,cscvcvcz
yak-qalam,3,yak-qalam,یک قلم,यक-क़लम,cscbcscsc
kyuu;nkar,17,kyūñkar,کیونکر,क्यूंकर,ccvncsc
salaam,1,salām,سلام,सलाम,cscvc
umiid,3,umīd,امید,उमीद,scvc
nihaa;n,11,nihāñ,نہاں,निहाँ,cscvn
daadah,1,dādah,دادہ,दादा,cvcsc<h+wb>
afzaa))ish-e,1,afzāʾish-e,افزائشِ,अफ़्ज़ाइश-ए,sccvcscz
qadd-e,1,qadd-e,قدِّ,क़द््द-ए,csccz
bad-;xuu,3,bad-ḳhū,بد خو,बद-ख़ू,cscbcv
pai;gaarah-juu,1,paiġhārah-jū,پیغارہ جو,पैग़ारा-जू,cvcvcsc<h+wb>bcv
baato;n,1,bātoñ,باتوں,बातों,cvcvn
kaifiiyat-e,2,kaifīyat-e,کیفییتِ,कैफ़ीयत-ए,cvcvcscz
mushkile;n,1,mushkileñ,مشکلیں,मुश्किलें,csccscvn
chaar-mauj,1,chār-mauj,چار موج,चार-मौज,cvcbcvc
giriftaar,3,giriftār,گرفتار,गिरिफ़तार,cscsccvc
aa))ine,2,āʾine,آئنے,आइने,vcscv
taskii;n,6,taskīñ,تسکیں,तसकीं,csccvn
rotaa,3,rotā,روتا,रोता,cvcv
naazuk-o-.sahbaa,1,nāzuk-o-ṣahbā,نازک و صہبا,नाज़ुक‐ओ‐सहबा,cvcscocsccv
;xuu;n-naabah-fishaa;n,1,ḳhūñ-nābah-fishāñ,خوں نابہ فشاں,ख़ूँ-नाबा-फ़िशाँ,cvnbcvcsc<h+wb>bcscvn
saa;gar-e,6,sāġhar-e,ساغرِ,साग़र-ए,cvcscz
khulegaa,1,khulegā,کھلےگا,खुलेगा,cscv_e_futcv
baaz,3,bāz,باز,बाज़,cvc
u;thaa,7,uṭhā,اٹھا,उठा,scv
baazuu,1,bāzū,بازو,बाज़ू,cvcv
piir-zan,1,pīr-zan,پیر زن,पीर-ज़न,cvcbcsc
baar,14,bār,بار,बार,cvc
diivaar,6,dīvār,دیوار,दीवार,cvcvc
baat,30,bāt,بات,बात,cvc
marii.z-e,1,marīẓ-e,مریضِ,मरीज़-ए,cscvcz
zaanuu,4,zānū,زانو,ज़ानू,cvcv
:tarab,5,t̤arab,طرب,तरब,cscsc
baam,1,bām,بام,बाम,cvc
;halqe,2,ḥalqe,حلقے,हलक़े,csccv
garmiihaa-e,1,garmīhā-e,گرمیہائے,गर्मीहा-ए,csccvcv<aa+z>z
be-i;xtiyaar,1,be-iḳhtiyār,بے اختیار,बे-इख़्तियार,cvbsccscvc
baad,4,bād,باد,बाद,cvc
baag,1,bāg,باگ,बाग,cvc
be-panaah,1,be-panāh,بے پناہ,बे-पनाह,cvbcscvc<h+wb>
;tapkaane,1,ṭapkāne,ٹپکانے,टपकाने,csccvcv
paivastah,1,paivastah,پیوستہ,पैवस्ता,cvcsccsc<h+wb>
i.z:tiraab-anjaamii-e,1,iẓt̤irāb-anjāmī-e,اضطراب انجامیِ,इज़्तिराब-अंजामी-ए,sccscvcbsccvcv<ii+z>z
ziyaarat-gaah-e,2,ziyārat-gāh-e,زیارت گاہِ,ज़ियारत-गाह-ए,cscvcscbcvcz
ranj,3,ranj,رنج,रंज,cscc
fitraak,1,fitrāk,فتراک,फ़ितराक,csccvc
baalish,2,bālish,بالش,बालिश,cvcsc
gulsitaa;n,2,gulsitāñ,گلستاں,गुल्सिताँ,csccscvn
shab-o-roz,1,shab-o-roz,شب و روز,शब‐ओ‐रोज़,cscocvc
nabaatii,1,nabātī,نباتی,नबाती,cscvcv
baa;ndh,1,bāñdh,باندھ,बांध,cvnc
naa-muraad,2,nā-murād,نا مراد,ना-मुराद,cvbcscvc
ak;sar,2,akṡar,اکثر,अक्सर,sccsc
nabard-e,2,nabard-e,نبردِ,नबर्द-ए,cscsccz
parvaaz'haa,1,parvāz'hā,پروازہا,परवाज़हा,csccvcbcv
be-bunyaad,1,be-bunyād,بے بنیاد,बे-बुंयाद,cvbcsccvc
be-vafaa,3,be-vafā,بے وفا,बे-वफ़ा,cvbcscv
rahzan,2,rahzan,رہزن,रहज़न,csccsc
baate;n,3,bāteñ,باتیں,बातें,cvcvn
rashk,12,rashk,رشک,रश्क,cscc
daamaan-e,3,dāmān-e,دامانِ,दामान-ए,cvcvcz
pa;raa,8,paṛā,پڑا,पड़ा,cscv
shor,2,shor,شور,शोर,cvc
shu((lah-ruu,1,shuʿlah-rū,شعلہ رو,शुला-रू,csccsc<h+wb>bcv
ta((ziir,1,taʿzīr,تعزیر,ताज़ीर,csccvc
gunah,1,gunah,گنہ,गुनह,cscsc<h+wb>
ashyaa,1,ashyā,اشیا,अश्या,sccv
shikaayat'haa-e,1,shikāyat'hā-e,شکایتہائے,शिकायतहा-ए,cscvcscbcv<aa+z>z
;gam-gusaar,1,ġham-gusār,غم گسار,ग़म-गुसार,cscbcscvc
lekin,24,lekin,لیکن,लेकिन,cvcsc
sirishk-aaluudah,1,sirishk-ālūdah,سرشک آلودہ,सिरिश्क-आलूदा,cscsccbvcvcsc<h+wb>
;tuu;t,3,ṭūṭ,ٹوٹ,टूट,cvc
pha;nsaayaa,1,phañsāyā,پھنسایا,फंसाया,csncvcv
qiyaas,1,qiyās,قیاس,क़ियास,cscvc
niim-shabii,1,nīm-shabī,نیم شبی,नीम-शबी,cvcbcscv
valvale,1,valvale,ولولے,वल्वले,csccscv
dar-e,6,dar-e,درِ,दर-ए,cscz
naisitaa;n,1,naisitāñ,نیستاں,नैसिताँ,cvcscvn
suntaa,4,suntā,سنتا,सुनता,csccv
ma((;zuur,1,maʿżūr,معذور,माज़ूर,csccvc
;hairat-mataa((-e,1,ḥairat-matāʿ-e,حیرت متاعِ,हैरत-मता-ए,cvcscbcscvcz
((aalam,17,ʿālam,عالم,आलम,cvcsc
taq.siir,2,taqṣīr,تقصیر,तक़सीर,csccvc
tamkiin-o-.zab:t,1,tamkīn-o-ẓabt̤,تمکین و ضبط,तमकीन‐ओ‐ज़ब्त,csccvcocscc
vu.zuu,1,vuẓū,وضو,वुज़ू,cscv
dil-o-dast-e,2,dil-o-dast-e,دل و دستِ,दिल‐ओ‐दस्त-ए,cscocsccz
jaraa;hat-;xaanah,1,jarāḥat-ḳhānah,جراحت خانہ,जराहत-ख़ाना,cscvcscbcvcsc<h+wb>
mudda((aa-e,1,muddaʿā-e,مدّعائے,मुद््दआ-ए,csccscv<aa+z>z
be-zaar,2,be-zār,بے زار,बे-ज़ार,cvbcvc
ma((muure,1,maʿmūre,معمورے,मामूरे,csccvcv
a.sl,2,aṣl,اصل,अस्ल,scc
saaqii-e,3,sāqī-e,ساقیِ,साक़ी-ए,cvcv<ii+z>z
muddat,6,muddat,مدّت,मुद््दत,csccsc
;dare,2,ḍare,ڈرے,डरे,cscv
;hasrat-e,20,ḥasrat-e,حسرتِ,हस्रत-ए,csccscz
rakhne,1,rakhne,رکھنے,रखने,csccv
daaman-o-taar-e,1,dāman-o-tār-e,دامن و تارِ,दामन‐ओ‐तार-ए,cvcscocvcz
koh,2,koh,کوہ,कोह,cvc<h+wb>
aab-e,7,āb-e,آبِ,आब-ए,vcz
maujuud,1,maujūd,موجود,मौजूद,cvcvc
rakhe,1,rakhe,رکھے,रखे,cscv
inshaa,1,inshā,انشا,इंशा,sccv
qulzum-aashaamii,1,qulzum-āshāmī,قلزم آشامی,क़ुल्ज़ुम-आशामी,csccscbvcvcv
;dar,4,ḍar,ڈر,डर,csc
nazdiik,1,nazdīk,نزدیک,नज़दीक,csccvc
jeb,5,jeb,جیب,जेब,cvc
hote,16,hote,ہوتے,होते,cvcv
((arbadah-juu,1,ʿarbadah-jū,عربدہ جو,अर्बदा-जू,csccscsc<h+wb>bcv
ubhrii;n,1,ubhrīñ,ابھریں,उभ्रीं,sccvn
.sad-jalvah-e,1,ṣad-jalvah-e,صد جلوۂ,सद-जल्वा-ए,cscbcsccscz
pare,3,pare,پرے,परे,cscv
dil-farebii-e,2,dil-farebī-e,دل فریبیِ,दिल-फ़रेबी-ए,cscbcscvcv<ii+z>z
vaazh-guu;n,1,vāzh-gūñ,واژ گوں,वाझ़-गूँ,cvcbcvn
:tuufaa;n,3,t̤ūfāñ,طوفاں,तूफ़ाँ,cvcvn
falak-e,2,falak-e,فلکِ,फ़लक-ए,cscscz
jaulaa;n-gah-e,1,jaulāñ-gah-e,جولاں گۂ,जौलाँ-गा-ए,cvcvnbcscz
aag,7,āg,آگ,आग,vc
;xaakistar-nishiinii,1,ḳhākistar-nishīnī,خاکستر نشینی,ख़ाकिस्तर-निशीनी,cvcsccscbcscvcv
aasmaan,2,āsmān,آسمان,आस्मान,vccvc
aab,9,āb,آب,आब,vc
aan,2,ān,آن,आन,vc
aah,10,āh,آہ,आह,vc<h+wb>
aaj,26,āj,آج,आज,vc
;gam-;xvaarii,2,ġham-ḳhvārī,غم خواری,ग़म-ख़्वारी,cscbc<;xv>vcv
.sad-na:zar,1,ṣad-naz̤ar,صد نظر,सद-नज़र,cscbcscsc
;xirman-e,1,ḳhirman-e,خرمنِ,ख़िर्मन-ए,csccscz
tamkiin-o-hosh,1,tamkīn-o-hosh,تمکین و ہوش,तमकीन‐ओ‐होश,csccvcocvc
aap,22,āp,آپ,आप,vc
aas,1,ās,آس,आस,vc
niklaa,22,niklā,نکلا,निकला,csccv
tapish,3,tapish,تپش,तपिश,cscsc
tishnah-kaam,1,tishnah-kām,تشنہ کام,तिश्ना-काम,csccsc<h+wb>bcvc
ma;hram,1,maḥram,محرم,महरम,csccsc
pur-shor,1,pur-shor,پر شور,पुर-शोर,cscbcvc
masaa))il-e,1,masāʾil-e,مسائلِ,मसाइल-ए,cscvcscz
junbish,2,junbish,جنبش,जुंबिश,csccsc
aarzuu-;xiraamii,1,ārzū-ḳhirāmī,آرزو خرامی,आर्ज़ू-ख़िरामी,vccvbcscvcv
baadah-aashaamii,1,bādah-āshāmī,بادہ آشامی,बादा-आशामी,cvcsc<h+wb>bvcvcv
tund-;xuu,1,tund-ḳhū,تند خو,तुंद-ख़ू,csccbcv
pai;gaam-e,2,paiġhām-e,پیغامِ,पैग़ाम-ए,cvcvcz
;daaliye,1,ḍāliye,ڈالیے,डालिये,cvcscv
((aashiq,16,ʿāshiq,عاشق,आशिक़,cvcsc
puuchhne,1,pūchhne,پوچھنے,पूछने,cvccv
;xaanah-;xaraabii,1,ḳhānah-ḳharābī,خانہ خرابی,ख़ाना-ख़राबी,cvcsc<h+wb>bcscvcv
ul;tii,1,ulṭī,الٹی,उल्टी,sccv
raaz-daa;n,2,rāz-dāñ,راز داں,राज़-दाँ,cvcbcvn
zavaal,1,zavāl,زوال,ज़वाल,cscvc
bhaa))ii,1,bhāʾī,بھائی,भाई,cvcv
be-daad,2,be-dād,بے داد,बे-दाद,cvbcvc
;hasrat-sanj,1,ḥasrat-sanj,حسرت سنج,हस्रत-संज,csccscbcscc
jaataa,13,jātā,جاتا,जाता,cvcv
((aks-e,3,ʿaks-e,عکسِ,अक्स-ए,csccz
;xvurshiid,4,ḳhvurshīd,خورشید,ख़ुरशीद,c<;xv>sccvc
;hisaab-e,1,ḥisāb-e,حسابِ,हिसाब-ए,cscvcz
;ha.zrat-e,2,ḥaẓrat-e,حضرتِ,हज़्रत-ए,csccscz
kaisii,1,kaisī,کیسی,कैसी,cvcv
raah,12,rāh,راہ,राह,cvc<h+wb>
shabistaa;n,3,shabistāñ,شبستاں,शबिस्ताँ,cscsccvn
savaal-o-javaab,1,savāl-o-javāb,سوال و جواب,सवाल‐ओ‐जवाब,cscvcocscvc
ke,287,ke,کے,के,cv
samjhuu;n,1,samjhūñ,سمجھوں,समझूँ,csccvn
ko,404,ko,کو,को,cv
raag,1,rāg,راگ,राग,cvc
joshish-e,3,joshish-e,جوششِ,जोशिश-ए,cvcscz
raaz,4,rāz,راز,राज़,cvc
nadaamat,1,nadāmat,ندامت,नदामत,cscvcsc
raas,1,rās,راس,रास,cvc
raat,10,rāt,رات,रात,cvc
;xudaa-parast,1,ḳhudā-parast,خدا پرست,ख़ुदा-परस्त,cscvbcscscc
sabzah-o-gul,2,sabzah-o-gul,سبزہ و گل,सब्ज़ा‐ओ‐गुल,csccsc<h+wb>ocsc
aage,27,āge,آگے,आगे,vcv
jaa;n,14,jāñ,جاں,जाँ,cvn
qi.s.sah,2,qiṣṣah,قصّہ,क़िस्सा,csccsc<h+wb>
vaa-shud-e,1,vā-shud-e,وا شدِ,वा-शुद-ए,cvbcscz
vaa-rastah,1,vā-rastah,وا رستہ,वा-रस्ता,cvbcsccsc<h+wb>
qariib,1,qarīb,قریب,क़रीब,cscvc
:tavaaf-e,1,t̤avāf-e,طوافِ,तवाफ़-ए,cscvcz
daliil-e,1,dalīl-e,دلیلِ,दलील-ए,cscvcz
shariik,1,sharīk,شریک,शरीक,cscvc
utnaa,2,utnā,اتنا,उतना,sccv
sa;xtii-kashaan-e,1,saḳhtī-kashān-e,سختی کشانِ,सख़्ती-कशान-ए,csccvbcscvcz
shiirii;n-bayaanii,1,shīrīñ-bayānī,شیریں بیانی,शीरीं-बयानी,cvcvnbcscvcv
chaahaa,5,chāhā,چاہا,चाहा,cvcv
shaadmaanii,1,shādmānī,شادمانی,शादमानी,cvccvcv
pareshaanii,1,pareshānī,پریشانی,परेशानी,cscvcvcv
bahaane,1,bahāne,بہانے,बहाने,cscvcv
kaffah-e,1,kaffah-e,کفّۂ,कफ़्फ़ा-ए,csccscz
shash,3,shash,شش,शश,csc
naumiidii-e,3,naumīdī-e,نومیدیِ,नौमीदी-ए,cvcvcv<ii+z>z
;darte,2,ḍarte,ڈرتے,डरते,csccv
mausam,2,mausam,موسم,मौसम,cvcsc
bustaanii,1,bustānī,بستانی,बुस्तानी,csccvcv
;hashr,2,ḥashr,حشر,हश्र,cscc
hilte,1,hilte,ہلتے,हिलते,csccv
tadarv,1,tadarv,تدرو,तदर्व,cscscc
chashm-numaa))ii,1,chashm-numāʾī,چشم نمائی,चश्म-नुमाई,csccbcscvcv
gadhaa,1,gadhā,گدھا,गधा,cscv
navaahaa-e,1,navāhā-e,نواہائے,नवाहा-ए,cscvcv<aa+z>z
;xuunii;n-navaa-e,1,ḳhūnīñ-navā-e,خونیں نوائے,ख़ूनीं-नवा-ए,cvcvnbcscv<aa+z>z
saaqii-garii,1,sāqī-garī,ساقی گری,साक़ी-गरी,cvcvbcscv
saraab-e,1,sarāb-e,سرابِ,सराब-ए,cscvcz
sharmindah,2,sharmindah,شرمندہ,शर्मिंदा,csccsccsc<h+wb>
halaak,1,halāk,ہلاک,हलाक,cscvc
raqam,2,raqam,رقم,रक़म,cscsc
gul-farosh-e,1,gul-farosh-e,گل فروشِ,गुल-फ़रोश-ए,cscbcscvcz
u;nhe;n,8,uñheñ,انہیں,उंहें,sncvn
shast-e,1,shast-e,شستِ,शस्त-ए,csccz
sahii,38,sahī,سہی,सही,cscv
;xvud-faroshii-haa-e,1,ḳhvud-faroshī-hā-e,خود فروشی ہائے,ख़ुद-फ़रोशी‐हा-ए-,c<;xv>scbcscvcvbcv<aa+z>z
tez-saa,1,tez-sā,تیز سا,तेज़-सा,cvcbcv
.sad-shahr,1,ṣad-shahr,صد شہر,सद-शहर,cscbcscc
silk-e,1,silk-e,سلکِ,सिल्क-ए,csccz
;hashr-e,1,ḥashr-e,حشرِ,हश्र-ए,csccz
da((v;aa-e,2,daʿvâ-e,دعویِٰ,दावा-ए,csccvz
((a;zaab,1,ʿażāb,عذاب,अज़ाब,cscvc
abr-o-baad,1,abr-o-bād,ابر و باد,अब्र‐ओ‐बाद,sccocvc
pesh-dastii,1,pesh-dastī,پیش دستی,पेश-दस्ती,cvcbcsccv
sarishtah-daarii,1,sarishtah-dārī,سرشتہ داری,सरिश्ता-दारी,cscsccsc<h+wb>bcvcv
sa;nbhalne,1,sañbhalne,سنبھلنے,संभलने,csncsccv
aafaaq,2,āfāq,آفاق,आफ़ाक़,vcvc
